timestamp,x,y,z,color
1752160535.9469683,0.7477883181544969,-0.13401748505763134,1.0146347633854007,green
1752160535.9484026,0.43213171541520984,0.06538594489863524,1.0673951548752385,blue
1752160536.0136254,0.7485810355670119,-0.13431221056037165,1.0155332715641696,green
1752160536.0152278,0.4328678149931388,0.06573264768145998,1.0713337798478546,blue
1752160536.0810564,0.7477883181544969,-0.13401748505763134,1.0146347633854007,green
1752160536.0836005,0.4319476905207276,0.06529926920292903,1.0664104986320844,blue
1752160536.1484382,0.7477883181544969,-0.13401748505763134,1.0146347633854007,green
1752160536.1505413,0.43213171541520984,0.06538594489863524,1.0673951548752385,blue
1752160536.218892,0.7469956007419816,-0.13372275955489102,1.0137362552066316,green
1752160536.2208993,0.4323157403096921,0.06547262059434142,1.0683798111183926,blue
1752160536.2797067,0.7485810355670119,-0.13431221056037165,1.0155332715641696,green
1752160536.2824714,0.4324997652041743,0.0655592962900476,1.0693644673615466,blue
1752160536.3494887,0.749446834961244,-0.13688855680296397,1.0164075508590595,green
1752160536.3511574,0.43121159094279865,0.0649525664201043,1.0624718736594685,blue
1752160536.4118717,0.7469956007419816,-0.13372275955489102,1.0137362552066316,green
1752160536.414491,0.43268379009865654,0.0656459719857538,1.0703491236047005,blue
1752160536.4817755,0.7456116208740076,-0.1363657166992222,1.0149197764908486,green
1752160536.483698,0.43268379009865654,0.0656459719857538,1.0703491236047005,blue
1752160536.549537,0.7485810355670119,-0.13431221056037165,1.0155332715641696,green
1752160536.551748,0.4300273815981751,0.06539598317535666,1.068694300845842,blue
1752160536.6129665,0.7485810355670119,-0.13431221056037165,1.0155332715641696,green
1752160536.6148658,0.4300273815981751,0.06539598317535666,1.068694300845842,blue
1752160536.680978,0.749373752979527,-0.13460693606311191,1.0164317797429385,green
1752160536.6827583,0.4323157403096921,0.06547262059434142,1.0683798111183926,blue
1752160536.7485723,0.749373752979527,-0.13460693606311191,1.0164317797429385,green
1752160536.7502332,0.43176366562624535,0.06521259350722286,1.0654258423889305,blue
1752160536.811244,0.7485810355670119,-0.13431221056037165,1.0155332715641696,green
1752160536.8129797,0.43213171541520984,0.06538594489863524,1.0673951548752385,blue
1752160536.8803701,0.7477883181544969,-0.13401748505763134,1.0146347633854007,green
1752160536.8817902,0.43268379009865654,0.0656459719857538,1.0703491236047005,blue
1752160536.94424,0.7477883181544969,-0.13401748505763134,1.0146347633854007,green
1752160536.94616,0.43213171541520984,0.06538594489863524,1.0673951548752385,blue
1752160712.4778595,0.3905945015388731,0.0874701310020649,1.0762777585103802,red
1752160712.4800837,0.5434084752919202,0.10159807571102389,1.0533135588679738,green
1752160712.482027,0.4678632478906759,0.09199558735300839,1.0626423885529177,blue
1752160712.5379393,0.39080432091971806,0.08772552810406489,1.0782693590978374,red
1752160712.5402184,0.5434084752919202,0.10159807571102389,1.0533135588679738,green
1752160712.5423157,0.46736010724169075,0.09172163239844149,1.0606910449373936,blue
1752160712.607473,0.3906994112292956,0.08759782955306489,1.0772735588041087,red
1752160712.6093862,0.5434084752919202,0.10159807571102389,1.0533135588679738,green
1752160712.611475,0.4686179588641536,0.09240651978485875,1.065569403976204,blue
1752160712.6744132,0.3906994112292956,0.08759782955306489,1.0772735588041087,red
1752160712.6761234,0.5441957429487421,0.10190774957457467,1.0552260175722048,green
1752160712.6780393,0.4681148182151684,0.09213256483029184,1.06361806036068,blue
